Date,AEFES.IS,AGHOL.IS,AGROT.IS,AKBNK.IS,AKFYE.IS,AKSA.IS,AKSEN.IS,ALARK.IS,ALFAS.IS,ARCLK.IS,ASELS.IS,ASTOR.IS,BFREN.IS,BIMAS.IS,BRSAN.IS,BRYAT.IS,BTCIM.IS,CCOLA.IS,CIMSA.IS,CWENE.IS,DOAS.IS,DOHOL.IS,ECILC.IS,ECZYT.IS,EGEEN.IS,EKGYO.IS,ENERY.IS,ENJSA.IS,ENKAI.IS,EREGL.IS,EUPWR.IS,FROTO.IS,GARAN.IS,GESAN.IS,GUBRF.IS,HALKB.IS,HEKTS.IS,ISCTR.IS,ISMEN.IS,KCAER.IS,KCHOL.IS,KLMSN.IS,KLSER.IS,KONTR.IS,KONYA.IS,KOZAA.IS,KOZAL.IS,KRDMD.IS,MAVI.IS,MGROS.IS,MIATK.IS,OSTIM.IS,OYAKC.IS,PETKM.IS,PGSUS.IS,REEDR.IS,SAHOL.IS,SASA.IS,SISE.IS,SMRTG.IS,SOKM.IS,TABGD.IS,TAVHL.IS,TCELL.IS,THYAO.IS,TOASO.IS,TSKB.IS,TTKOM.IS,TTRAK.IS,TUPRS.IS,TURSG.IS,ULKER.IS,VAKBN.IS,VESBE.IS,VESTL.IS,YKBNK.IS,ZOREN.IS
2022-01-03,27.458364486694336,38.55915069580078,,6.170553207397461,,2.679774522781372,9.410781860351562,12.17750358581543,,46.56306838989258,10.826066970825195,,86.92046356201172,61.00694274902344,27.68000030517578,364.46722412109375,14.779999732971191,89.67092895507812,4.00609016418457,,31.058704376220703,2.597531318664551,7.171467304229736,47.11726379394531,1664.7510986328125,2.0806725025177,,10.136868476867676,13.064976692199707,25.343080520629883,,216.6766815185547,9.973057746887207,4.525000095367432,77.80000305175781,4.639999866485596,4.273015975952148,1.1588540077209473,4.895587921142578,,27.85294532775879,10.381413459777832,,3.731389284133911,1000.0,18.850000381469727,5.058905601501465,8.765951156616211,8.007161140441895,37.94334030151367,2.8369228839874268,1.600000023841858,8.199999809265137,8.079999923706055,18.373027801513672,,12.134727478027344,1.4288849830627441,13.189830780029297,,12.68424129486084,,34.0,18.127904891967773,21.84000015258789,68.47705078125,1.4800000190734863,8.792076110839844,97.42501831054688,19.812875747680664,1.0981255769729614,17.889999389648438,3.75,7.35202169418335,26.579999923706055,2.9704885482788086,1.0414340496063232
2022-01-04,26.82693099975586,37.9969596862793,,6.120044231414795,,2.6709303855895996,9.531076431274414,12.187135696411133,,47.413238525390625,11.17369270324707,,95.61251831054688,64.08331298828125,27.920000076293945,375.7315673828125,14.510000228881836,89.82039642333984,4.01636266708374,,31.664384841918945,2.698495864868164,7.818305492401123,47.583770751953125,1715.6185302734375,2.108663558959961,,10.258907318115234,13.165994644165039,26.192472457885742,,219.08612060546875,9.94694995880127,4.454999923706055,80.0,4.599999904632568,4.596686840057373,1.1509922742843628,4.78726053237915,,28.12908363342285,10.589240074157715,,3.8055779933929443,1067.0,19.299999237060547,5.114171028137207,9.118071556091309,7.984119415283203,41.72797393798828,2.8907690048217773,1.590000033378601,8.329999923706055,8.1899995803833,19.498323440551758,,12.303018569946289,1.4879180192947388,13.570489883422852,,12.896288871765137,,35.720001220703125,18.650184631347656,22.799999237060547,69.92171478271484,1.4800000190734863,9.022514343261719,97.0821304321289,20.194122314453125,1.1002577543258667,18.450000762939453,3.7300000190734863,7.361142635345459,27.059999465942383,2.944732666015625,1.0595990419387817
2022-01-05,27.386201858520508,37.37659454345703,,6.178971767425537,,2.665034055709839,9.993751525878906,12.158235549926758,,48.30077362060547,11.431929588317871,,95.78892517089844,65.59784698486328,27.860000610351562,377.0679931640625,14.720000267028809,90.61746215820312,4.029202938079834,,31.917930603027344,2.7443883419036865,7.7808074951171875,47.2572135925293,1651.9879150390625,2.1366546154022217,,10.945377349853516,13.53266429901123,26.74717903137207,,224.50732421875,9.96435546875,4.5,80.69999694824219,4.630000114440918,4.537063121795654,1.1730061769485474,4.7205963134765625,,28.920673370361328,11.380958557128906,,3.918233871459961,1064.300048828125,20.420000076293945,5.3012237548828125,9.544323921203613,8.035964965820312,41.475669860839844,2.8907690048217773,1.600000023841858,8.399999618530273,8.84000015258789,20.296260833740234,,12.577600479125977,1.4919439554214478,13.713235855102539,,13.262551307678223,,36.599998474121094,19.143978118896484,23.899999618530273,73.30635833740234,1.5,9.62519645690918,98.02508544921875,21.31403160095215,1.1002577543258667,18.420000076293945,3.7699999809265137,7.315535545349121,26.920000076293945,3.0134143829345703,1.0656540393829346
2022-01-06,27.25991439819336,38.01634216308594,,6.162135601043701,,2.641449451446533,10.03076457977295,11.78250503540039,,48.02050018310547,11.551115989685059,,93.81636810302734,65.26654815673828,27.31999969482422,372.2949523925781,14.84000015258789,93.80577087402344,4.1088104248046875,,30.861509323120117,2.7443883419036865,7.537071228027344,46.46415328979492,1638.4847412109375,2.108663558959961,,11.090298652648926,13.165995597839355,26.175138473510742,,222.7002410888672,9.990461349487305,4.517499923706055,79.44999694824219,4.610000133514404,4.457564830780029,1.1619997024536133,4.537272930145264,,29.528175354003906,11.17313289642334,,4.124312400817871,1061.300048828125,20.65999984741211,5.309725761413574,9.813047409057617,7.972598075866699,41.63093566894531,2.7723069190979004,1.600000023841858,8.399999618530273,9.380000114440918,20.869140625,,12.931899070739746,1.4704769849777222,14.131962776184082,,13.763751029968262,,36.279998779296875,18.707162857055664,24.860000610351562,72.15062713623047,1.5099999904632568,9.545430183410645,96.43920135498047,22.267148971557617,1.0959932804107666,18.280000686645508,3.75,7.2243194580078125,26.420000076293945,2.996243953704834,1.0595990419387817
2022-01-07,26.448070526123047,37.492916107177734,,6.414681434631348,,2.595755100250244,9.965991020202637,11.821041107177734,,48.30077362060547,11.650437355041504,,97.10395812988281,68.81620025634766,27.15999984741211,368.4765625,14.989999771118164,95.89808654785156,4.314251899719238,,30.60796546936035,2.7719242572784424,7.668314456939697,47.303863525390625,1641.62939453125,2.1833062171936035,,10.991141319274902,12.918705940246582,26.539165496826172,,221.06527709960938,10.22542953491211,4.449999809265137,82.3499984741211,4.670000076293945,4.488797187805176,1.218605637550354,4.516439914703369,,30.1724910736084,11.183029174804688,,4.096834182739258,1063.0,20.479999542236328,5.2884697914123535,10.748947143554688,8.185738563537598,42.23259353637695,2.838460922241211,1.600000023841858,8.350000381469727,9.449999809265137,20.664539337158203,,13.11790657043457,1.4812099933624268,14.141478538513184,,13.783028602600098,,37.31999969482422,18.517240524291992,24.940000534057617,71.8204116821289,1.5700000524520874,9.474525451660156,96.43920135498047,22.267148971557617,1.0981255769729614,18.5,3.809999942779541,7.370265007019043,26.540000915527344,3.1851189136505127,1.0656540393829346
2022-01-10,26.70064353942871,37.00825881958008,,6.381008625030518,,2.579540252685547,10.132553100585938,11.965553283691406,,49.00146484375,12.017927169799805,,99.3250732421875,67.53833770751953,27.260000228881836,373.5359191894531,15.050000190734863,102.32450103759766,4.347634792327881,,30.481199264526367,2.8361740112304688,7.546446800231934,47.583770751953125,1642.4619140625,2.2579493522644043,,11.006397247314453,13.012504577636719,26.43515396118164,,217.45114135742188,10.216727256774902,4.452499866485596,81.9000015258789,4.71999979019165,4.440529823303223,1.2248951196670532,4.541439056396484,,30.04362678527832,11.578887939453125,,4.085844039916992,1069.0,20.719999313354492,5.335232734680176,10.702614784240723,8.151175498962402,41.72797393798828,2.770768880844116,1.600000023841858,8.329999923706055,9.649999618530273,21.646617889404297,,13.22419548034668,1.5160939693450928,14.179544448852539,,13.696281433105469,,38.5,18.555225372314453,26.700000762939453,70.21064758300781,1.559999942779541,9.713826179504395,97.68219757080078,22.290977478027344,1.1194480657577515,18.469999313354492,3.819999933242798,7.388508319854736,27.059999465942383,3.1765336990356445,1.0717079639434814
2022-01-11,26.19549560546875,36.34912872314453,,6.40626335144043,,2.5250022411346436,9.910469055175781,12.476161003112793,,48.06721496582031,11.91860580444336,,98.85198974609375,67.11237335205078,26.68000030517578,363.7035217285156,15.020000457763672,104.6160888671875,4.314251899719238,,30.9882755279541,2.826995849609375,7.265211582183838,46.31486892700195,1626.831787109375,2.2112972736358643,,10.632652282714844,12.995450973510742,27.527231216430664,,219.00006103515625,10.251537322998047,4.429999828338623,80.19999694824219,4.699999809265137,4.3099260330200195,1.2248951196670532,4.470608711242676,,30.20931053161621,11.499716758728027,,4.19849967956543,1062.800048828125,20.239999771118164,5.309725761413574,11.712646484375,7.95531702041626,41.339805603027344,2.6615378856658936,1.6200000047683716,8.229999542236328,9.449999809265137,21.605697631835938,,13.2861967086792,1.4852349758148193,14.046313285827637,,13.86977481842041,,38.060001373291016,18.526737213134766,26.899999618530273,68.14684295654297,1.5700000524520874,9.527703285217285,95.32478332519531,22.314802169799805,1.1215802431106567,18.40999984741211,3.8299999237060547,7.297292232513428,26.760000228881836,3.2194600105285645,1.0717079639434814
2022-01-12,26.231576919555664,35.78692626953125,,6.423099994659424,,2.513209342956543,10.095539093017578,13.304693222045898,,48.16063690185547,11.998063087463379,,100.24720764160156,68.10626983642578,27.139999389648438,362.7489318847656,14.930000305175781,106.70840454101562,4.494012355804443,,30.748823165893555,2.8178164958953857,7.2745866775512695,45.62443923950195,1637.929931640625,2.220628023147583,,10.96063232421875,12.833433151245117,27.371219635009766,,218.48374938964844,10.312454223632812,4.385000228881836,80.0,4.78000020980835,4.409298896789551,1.2327569723129272,4.512273788452148,,30.4670352935791,11.519509315490723,,4.121563911437988,1058.800048828125,21.420000076293945,5.547791481018066,12.092565536499023,7.995640277862549,42.407264709472656,2.561537981033325,1.6200000047683716,8.229999542236328,9.550000190734863,21.339719772338867,,13.321627616882324,1.4677929878234863,14.455521583557129,,14.457722663879395,,37.900001525878906,19.068010330200195,26.8799991607666,68.39450073242188,1.5800000429153442,9.687237739562988,94.38182830810547,22.541168212890625,1.1791515350341797,18.489999771118164,3.8399999141693115,7.279048919677734,26.739999771118164,3.3310678005218506,1.0717079639434814
2022-01-13,26.39394760131836,35.43798065185547,,6.364172458648682,,2.466040849685669,10.539705276489258,13.902006149291992,,50.63640213012695,12.067587852478027,,98.61143493652344,66.68640899658203,26.84000015258789,356.2576599121094,14.979999542236328,110.59415435791016,4.429811477661133,,32.01652526855469,2.808638334274292,7.283960819244385,45.755062103271484,1625.1669921875,2.2112972736358643,,10.693672180175781,12.66288948059082,27.4058895111084,,237.1568603515625,10.33856201171875,4.315000057220459,80.1500015258789,4.889999866485596,4.292891025543213,1.242190957069397,4.487275123596191,,30.4670352935791,11.252304077148438,,4.176517963409424,1052.0,20.719999313354492,5.441512584686279,12.370555877685547,7.995640277862549,41.66974639892578,2.530769109725952,1.6100000143051147,8.229999542236328,9.600000381469727,21.687538146972656,,13.419059753417969,1.4248600006103516,14.322291374206543,,14.062543869018555,,38.779998779296875,18.764137268066406,28.780000686645508,68.51832580566406,1.559999942779541,9.527703285217285,97.76791381835938,22.529253005981445,1.1855483055114746,18.299999237060547,3.8399999141693115,7.2151970863342285,26.719999313354492,3.2709710597991943,1.047489047050476
2022-01-14,26.70064353942871,36.077720642089844,,6.322081089019775,,2.526475429534912,10.641493797302246,13.622618675231934,,50.21598815917969,11.988129615783691,,98.06617736816406,66.49710083007812,26.8799991607666,354.82574462890625,14.460000038146973,116.8711166381836,4.5556440353393555,,35.213951110839844,2.8361740112304688,7.50894832611084,45.30721664428711,1673.07470703125,2.267279624938965,,10.891984939575195,12.876070022583008,27.284547805786133,,234.57530212402344,10.321157455444336,4.34250020980835,82.9000015258789,5.150000095367432,4.301407814025879,1.2516262531280518,4.462276458740234,,30.4670352935791,11.183029174804688,,4.1462931632995605,1054.5999755859375,21.280000686645508,5.488275051116943,12.240826606750488,7.920753479003906,41.59211730957031,2.64153790473938,1.600000023841858,8.260000228881836,9.510000228881836,21.564777374267578,,13.63163948059082,1.4396179914474487,14.341323852539062,,13.763751029968262,,38.2400016784668,18.412782669067383,28.219999313354492,67.5277099609375,1.559999942779541,9.456799507141113,101.5826187133789,22.231407165527344,1.2132682800292969,18.15999984741211,3.880000114440918,7.187832832336426,27.020000457763672,3.3310678005218506,1.047489047050476
